genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YBR166C	P20049	TYR1	50.92272	2	35.69266714516	tightly_const	2	3.05460660510957e-06	3.05473190128091e-06	3.05472101395626e-06	1	5	0	1	1.00266338622055	1.00269946901532
YPR060C	P32178	ARO7	29.7468	2	15.6003464846108	tightly_const	2	2.27996831616615e-07	2.27997624792835e-07	2.27996831616615e-07	1	2	0	1	1.00016672960773	1.00016898271228
YGL148W	P28777	ARO2	40.83793	2	13.9556541461478	tightly_const	2	9.50852914714275e-05	9.50856205939771e-05	9.50852914714275e-05	1	3	0	1	1.10571411995019	1.10729570243909
YDR127W	P08566	ARO1	174.75305	2	13.9556541461477	tightly_const	2	5.23752901199946e-06	5.23754714086951e-06	5.23752901199946e-06	1	14	0	1	1.02414080643167	1.02447496173427
YOR095C	Q12189	RKI1	28.25777	1	4.93626473177297	essential	2	3.13439039732545e-06	0.00143400503637566	3.13439039732537e-06	1	2	0	1	1.00457003565007	1.00463206851794
YJL121C	P46969	RPE1	25.96689	1	4.90804322864788	essential	2	2.65316480985267e-07	0.0015573728857299	2.65316480985265e-07	1	2	0	1	1.00035669819557	1.00036151937311
YPR035W	P32288	GLN1	41.7656	2	2.26100877078434	essential	2	2.06534926454002e-07	1.45755105476427e-06	1.45736275105807e-06	1	7	0	1	1.02230390961352	1.02261207733605
YBR196C	P12709	PGI1	61.29832	1	1.10778854254923	essential	2	3.79300609470452e-07	0.000659993919462004	3.79301117105948e-07	1	2	0	1	1.01813426147776	1.01838378217933
YDR050C	P00942	TPI1	26.79508	1	1.03518581542898	essential	2	2.55350047278282e-08	0.0015090050328894	2.55351481438539e-08	1	2	0	1	1.00061331387994	1.00062160566248
YMR205C	P16862	PFK2	104.61673	2	1.02995429940035	essential	2	3.45710813868193e-07	6.21708949258058e-07	6.21698922272637e-07	1	9	0	1	1.05620227936317	1.05900822449824
YDL171C	Q12680	GLT1	238.09944	2	4.72321514717836	opt_isoenz_tight	2	0	9.4183469542625e-07	9.41692929897582e-07	1	6	0	2	1.08361657442317	1.0848421897207
YBL039C	P28274	URA7	64.70953	0	0.288762318781921	subOpt_isoenz	0	0	4.15340269922666e-08	0	0	12	4	2	0.999999999999979	0.999999999999973
YER070W	P21524	RNR1	99.56021	0	0.27966149848673	subOpt_isoenz	0	0	4.87258589291732e-07	0	0	24	5	2	0.999999999999979	0.999999999999973
YIL066C	P21672	RNR3	97.51369	0	0.27966149848673	subOpt_isoenz	0	0	4.87258589291628e-07	0	0	24	5	2	0.999999999999885	0.999999999999892
YJL026W	P09938	RNR2	46.14681	0	0.27966149848673	subOpt_isoenz	0	0	4.87258589292108e-07	0	0	24	5	2	0.99999999999994	0.999999999999946
YDL052C	P33333	SLC1	33.88654	0	0.232638258405811	subOpt_isoenz	0	0	2.97325996762718e-06	0	1	28	0	2	0.999999999999964	0.999999999999971
YJR069C	P47119	HAM1	22.09268	1	1000	opt_isoenz	2	0	0.00183016366320135	1.00521775409292e-11	1	16	0	3	1.00000114784878	1.00000116335766
YPR074C	P23254	TKL1	73.80488	1	286.1127618204	opt_isoenz	2	0	0.000549038630509183	1.19889929997969e-06	0	10	1	3	1.00231373081577	1.00234506549999
YFR053C	P04806	HXK1	53.73784	1	2.1964410393693	opt_isoenz	2	0	8.92856064883994e-07	1.41659852050509e-09	0	12	2	3	0.999999999999894	0.999999999999892
YGR254W	P00924	ENO1	46.81564	1	1.28482485174693	opt_isoenz	2	0	0.000864821834550136	1.15125166891654e-06	0	5	3	3	1.07781297600308	1.08099220878505
YOR283W	Q12040	YOR283W	26.17622	1	1.28482485174693	opt_isoenz	2	0	0.00154497510105608	3.17872736686671e-07	1	4	0	3	1.01231839725473	1.01248691236869
